209,7557,20160721,0.012998754
209,825,20160721,0.012447109
215,5488,20160703,0.05185911
316,3992,20160721,0.037909303
417,12465,20160712,0.02322544
432,10438,20160706,0.002533889
448,13602,20160701,0.08420031
448,10927,20160704,0.4350583
448,10927,20160706,0.4498689
448,10927,20160707,0.4181492
448,10927,20160710,0.33447427
452,6500,20160702,0.0462367
452,3992,20160721,0.035688575
470,9983,20160710,0.0040569576
569,3594,20160716,0.017301798
728,10418,20160714,0.012355974
736,3686,20160713,0.116393164
736,3686,20160724,0.0766625
738,9424,20160708,0.16488813
738,3647,20160716,0.08572698
766,8059,20160705,0.008437094
766,9983,20160706,0.0035000425
766,3429,20160717,0.01083736
878,13602,20160727,0.004692126
892,4727,20160703,0.19371411
983,13602,20160706,0.039157502
1035,10418,20160703,0.016744537
1202,6445,20160712,0.05762258
1318,11894,20160720,0.5337283
1318,11894,20160728,0.17202161
1461,13602,20160711,0.04798637
1461,13320,20160731,0.07844014
1596,3429,20160705,0.019183932
1596,9718,20160719,0.07836699
1658,9983,20160711,0.003808273
1658,13602,20160711,0.0145005
1746,10438,20160702,0.0029982792
1756,13320,20160722,0.063937016
1756,13602,20160728,0.025277495
1818,12249,20160718,0.01561473
2026,8200,20160702,0.07853745
2026,1298,20160723,0.07452412
2060,13602,20160714,0.008021428
2060,8059,20160715,0.0047684107
2060,3429,20160715,0.027288226
2588,3992,20160711,0.026266688
2880,5702,20160714,0.033463206
3136,12846,20160727,0.032984313
3136,5208,20160727,0.08631389
3143,13602,20160703,0.04156468
3238,4727,20160726,0.13055487
3406,13602,20160726,0.0040171845
3654,7656,20160707,0.019444693
3820,13602,20160722,0.030929066
3845,1505,20160729,0.02821615
4045,13602,20160714,0.0057569323
4045,8059,20160726,0.005461447
4045,3429,20160726,0.007827197
4609,9983,20160724,0.0022914524
4654,10418,20160701,0.01827809
4654,10438,20160711,0.0046534133
4654,13398,20160716,0.16710669
4654,13602,20160725,0.014650715
4654,2978,20160726,0.22703202
4654,6749,20160727,0.21038653
4709,13602,20160723,0.015257266
4784,13602,20160727,0.029774258
4828,8059,20160701,0.0044830847
4828,3429,20160701,0.010355643
4828,13602,20160727,0.0108845765
4888,1540,20160716,0.016138995
4998,3429,20160711,0.008619841
4998,8059,20160711,0.004405267
5125,9983,20160713,0.0021660877
5143,8059,20160716,0.0052955565
5175,13602,20160718,0.0314673
5295,13602,20160702,0.20524366
5384,3903,20160722,0.039669428
5478,13602,20160714,0.023413839
5621,3992,20160714,0.030742817
5967,13602,20160726,0.020713456
6102,11195,20160718,0.023096621
6102,1666,20160718,0.026495485
6102,12455,20160723,0.021626111
6102,13602,20160723,0.026384184
6145,9983,20160724,0.010213734
6149,13602,20160706,0.029774258
6327,1904,20160702,0.1740248
6327,3429,20160722,0.015180101
6327,7490,20160726,0.039640218
6327,7083,20160726,0.09907528
6327,11799,20160726,0.0030991724
6382,13602,20160703,0.014822357
6382,10418,20160711,0.011058155
6382,10438,20160712,0.0025419958
6382,2978,20160712,0.0069833603
6425,2978,20160718,0.020286273
6504,13821,20160726,0.029805908
6532,6653,20160724,0.011326348
6532,9967,20160724,0.0036798024
6642,13602,20160705,0.014138124
6665,13602,20160712,0.039355047
6803,13602,20160728,0.011366456
6810,13602,20160703,0.014516775
6810,10438,20160715,0.0024478203
6877,13602,20160724,0.048476774
6877,3992,20160726,0.034500606
6912,10418,20160718,0.01675466
6912,10438,20160719,0.0030537941
6912,13602,20160728,0.0064386274
6931,2978,20160704,0.025844667
7135,13602,20160726,0.039355047
7390,9983,20160711,0.0018817022
7786,13602,20160703,0.03097832
7930,13602,20160729,0.011019218
7962,9983,20160728,0.015071036
8125,320,20160708,0.18254818
8125,13602,20160714,0.26449794
8125,9983,20160723,0.07962456
8125,8059,20160724,0.012655467
8251,461,20160712,0.06701899
8510,8059,20160705,0.0065255654
8563,13602,20160705,0.046573915
8563,9983,20160710,0.0015425121
8706,3992,20160710,0.03090323
8791,13602,20160717,0.013981061
8802,4277,20160718,0.025331436
8809,8059,20160704,0.0073281117
8833,11472,20160716,0.030755842
8833,8099,20160731,0.014113135
8876,785,20160729,0.1842944
9131,10418,20160711,0.014060309
9131,2978,20160722,0.018556288
9208,6335,20160703,0.11772187
9208,6335,20160716,0.023675056
9210,13602,20160710,0.32079652
9527,11463,20160705,0.009761653
9662,9983,20160703,0.0045057163
9690,5883,20160730,0.026108425
9765,13602,20160712,0.09293461
9803,3806,20160707,0.10172137
9803,1904,20160725,0.20206821
9803,11894,20160728,0.11237191
10098,2978,20160703,0.04760417
10098,10438,20160721,0.0036098734
10119,9983,20160712,0.0018466032
10221,1135,20160725,0.034330398
10242,13602,20160724,0.061632086
10286,13602,20160723,0.025727449
10286,8901,20160724,0.050237805
10286,9983,20160725,0.02931208
10404,2601,20160714,0.018802544
10404,3992,20160716,0.028294783
10414,9983,20160706,0.111937694
10426,785,20160725,0.18431126
10572,13602,20160703,0.011694537
10749,9983,20160717,0.0061403033
10829,8912,20160720,0.017890599
10910,13602,20160713,0.029774258
11079,13602,20160711,0.04207195
11170,7851,20160705,0.03310142
11170,11873,20160715,0.536196
11170,11873,20160717,0.1757522
11170,13602,20160722,0.01917065
11170,11873,20160724,0.12608987
11170,11873,20160730,0.15554215
11237,8059,20160724,0.0021733078
11251,3429,20160704,0.011050982
11251,8059,20160704,0.005956479
11255,8059,20160702,0.0039036386
11331,9983,20160723,0.0018278656
11452,8059,20160704,0.0041821566
11482,13602,20160715,0.004892869
11604,785,20160726,0.18121669
11860,3221,20160708,0.08264603
11937,6132,20160705,0.16584584
11937,13602,20160721,0.0046035727
11958,13602,20160725,0.0314673
12213,8059,20160710,0.0061529167
12271,3868,20160702,0.17861204
12343,8059,20160702,0.0044094413
12445,1574,20160715,0.05363902
12450,2978,20160731,0.042756632
12481,8059,20160701,0.008621024
12481,3429,20160702,0.012559661
12481,13602,20160702,0.012965126
12481,9983,20160725,0.0031551218
12517,10418,20160720,0.030383175
12517,2978,20160723,0.019309599
12670,8994,20160702,0.034388706
12726,3429,20160703,0.009884731
12726,8059,20160703,0.004144793
12800,10418,20160704,0.014057189
12876,13602,20160727,0.029774258
13006,4277,20160723,0.020936362
13205,708,20160720,0.09353558
13230,13602,20160711,0.03909838
13241,13602,20160722,0.013874703
13361,13602,20160716,0.022361087
13534,9983,20160721,0.009527587
13590,11799,20160726,0.0053447895
13633,13602,20160705,0.02404422
13635,8182,20160701,0.0647754
13635,9983,20160712,0.010842448
13642,9983,20160704,0.0039799614
13808,13602,20160730,0.0137866605
13820,9983,20160710,0.010432082
13820,6653,20160722,0.012135938
13820,9967,20160722,0.0035275177
13936,9983,20160718,0.013393883
13983,8488,20160710,0.036182463
13983,8921,20160730,0.030451324
14028,8415,20160707,0.084830716
14038,8059,20160704,0.0031911496
14153,13602,20160726,0.03832016
14277,13602,20160705,0.27837077
14321,4727,20160712,0.17019816
14321,2111,20160712,0.6073638
14321,2111,20160716,0.5004471
14321,13602,20160723,0.08963686
14321,2111,20160730,0.410736
14360,5035,20160718,0.7121953
14360,5035,20160726,0.6093178
14360,5035,20160729,0.2149751
14412,9983,20160701,0.001371573
14638,11184,20160722,0.0244749
14638,7465,20160722,0.025270604
14751,3429,20160705,0.023743747
14860,10418,20160705,0.023835545
14886,13602,20160713,0.0037114965
14896,13602,20160706,0.047006384
14896,7083,20160727,0.20565358
14916,2197,20160721,0.4857756
14916,2197,20160723,0.089167915
14926,8450,20160712,0.0091482885
15065,13602,20160712,0.32930616
15180,3429,20160703,0.015635008
15180,8059,20160706,0.006605182
15203,10438,20160723,0.0033034224
15408,10418,20160705,0.018192085
15433,13602,20160724,0.012377033
15474,13602,20160725,0.019569024
15529,9793,20160713,0.19797035
15563,10418,20160702,0.01210644
15588,13602,20160710,0.3422825
15663,13602,20160726,0.030064693
15732,10418,20160704,0.016267324
15732,9983,20160704,0.0032645715
15732,13602,20160712,0.035995424
15896,13602,20160726,0.039355047
16003,9983,20160703,0.017139679
16003,13602,20160725,0.058102682
16495,10438,20160710,0.0026822034
16615,10418,20160711,0.016497217
16615,2978,20160718,0.019975312
16626,13602,20160711,0.041488934
16626,8450,20160730,0.012096567
16636,3429,20160706,0.012369377
16666,11494,20160716,0.021391815
