209,7557,20160721,0.016701868
209,825,20160721,0.016302729
215,5488,20160703,0.05402428
316,3992,20160721,0.039769493
417,12465,20160712,0.02420173
432,10438,20160706,0.0025773984
448,13602,20160701,0.07891618
448,10927,20160704,0.4618541
448,10927,20160706,0.47268903
448,10927,20160707,0.44171658
448,10927,20160710,0.33508238
452,6500,20160702,0.048635036
452,3992,20160721,0.037500165
470,9983,20160710,0.0046006846
569,3594,20160716,0.017048458
728,10418,20160714,0.012200154
736,3686,20160713,0.123938695
736,3686,20160724,0.07727922
738,9424,20160708,0.15688828
738,3647,20160716,0.08343494
766,8059,20160705,0.008104977
766,9983,20160706,0.0041915043
766,3429,20160717,0.010441415
878,13602,20160727,0.0047534197
892,4727,20160703,0.19926877
983,13602,20160706,0.038245104
1035,10418,20160703,0.017007537
1202,6445,20160712,0.060117465
1318,11894,20160720,0.5405758
1318,11894,20160728,0.18037635
1461,13602,20160711,0.046107426
1461,13320,20160731,0.08446013
1596,3429,20160705,0.01929037
1596,9718,20160719,0.0769022
1658,9983,20160711,0.0042144232
1658,13602,20160711,0.015496778
1746,10438,20160702,0.0029729116
1756,13320,20160722,0.06989362
1756,13602,20160728,0.026183818
1818,12249,20160718,0.016580936
2026,8200,20160702,0.075545035
2026,1298,20160723,0.07277828
2060,13602,20160714,0.008176406
2060,8059,20160715,0.0048183557
2060,3429,20160715,0.025371483
2588,3992,20160711,0.028755028
2880,5702,20160714,0.03524628
3136,12846,20160727,0.0323506
3136,5208,20160727,0.07922681
3143,13602,20160703,0.03930923
3238,4727,20160726,0.1385125
3406,13602,20160726,0.0040861736
3654,7656,20160707,0.019727448
3820,13602,20160722,0.030470679
3845,1505,20160729,0.029307976
4045,13602,20160714,0.005682519
4045,8059,20160726,0.005335441
4045,3429,20160726,0.007361971
4609,9983,20160724,0.0026366299
4654,10418,20160701,0.018387165
4654,10438,20160711,0.0048779654
4654,13398,20160716,0.16285488
4654,13602,20160725,0.013487701
4654,2978,20160726,0.21391067
4654,6749,20160727,0.20339665
4709,13602,20160723,0.0149381645
4784,13602,20160727,0.029792033
4828,8059,20160701,0.0044334703
4828,3429,20160701,0.009634927
4828,13602,20160727,0.012779692
4888,1540,20160716,0.016625468
4998,3429,20160711,0.008323383
4998,8059,20160711,0.004584597
5125,9983,20160713,0.0025545682
5143,8059,20160716,0.0056960196
5175,13602,20160718,0.030529905
5295,13602,20160702,0.20284571
5384,3903,20160722,0.04221379
5478,13602,20160714,0.025021337
5621,3992,20160714,0.029931942
5967,13602,20160726,0.020012155
6102,11195,20160718,0.026209805
6102,1666,20160718,0.029589437
6102,12455,20160723,0.024219897
6102,13602,20160723,0.027008818
6145,9983,20160724,0.011458093
6149,13602,20160706,0.029792033
6327,1904,20160702,0.18314911
6327,3429,20160722,0.013773836
6327,7490,20160726,0.045018148
6327,7083,20160726,0.10073304
6327,11799,20160726,0.0036517459
6382,13602,20160703,0.014756783
6382,10418,20160711,0.0115255695
6382,10438,20160712,0.00271075
6382,2978,20160712,0.0073902495
6425,2978,20160718,0.019883929
6504,13821,20160726,0.032244995
6532,6653,20160724,0.012402397
6532,9967,20160724,0.0045215925
6642,13602,20160705,0.014163028
6665,13602,20160712,0.038080253
6803,13602,20160728,0.01114082
6810,13602,20160703,0.01414557
6810,10438,20160715,0.0024773863
6877,13602,20160724,0.04638657
6877,3992,20160726,0.03812757
6912,10418,20160718,0.01666104
6912,10438,20160719,0.003195392
6912,13602,20160728,0.0070305616
6931,2978,20160704,0.025748774
7135,13602,20160726,0.038080253
7390,9983,20160711,0.002243075
7786,13602,20160703,0.030396827
7930,13602,20160729,0.011076516
7962,9983,20160728,0.016831541
8125,320,20160708,0.18071048
8125,13602,20160714,0.26656318
8125,9983,20160723,0.078493014
8125,8059,20160724,0.011670712
8251,461,20160712,0.06310079
8510,8059,20160705,0.0069647487
8563,13602,20160705,0.046018723
8563,9983,20160710,0.0019211189
8706,3992,20160710,0.03276234
8791,13602,20160717,0.0139231095
8802,4277,20160718,0.026143627
8809,8059,20160704,0.0076806014
8833,11472,20160716,0.031134745
8833,8099,20160731,0.014438079
8876,785,20160729,0.18001454
9131,10418,20160711,0.013911672
9131,2978,20160722,0.018289147
9208,6335,20160703,0.12564403
9208,6335,20160716,0.02586852
9210,13602,20160710,0.2997891
9527,11463,20160705,0.010767783
9662,9983,20160703,0.0050543556
9690,5883,20160730,0.031967252
9765,13602,20160712,0.08151911
