209,7557,20160721,0.021478167
209,825,20160721,0.020266522
215,5488,20160703,0.056309354
316,3992,20160721,0.040894855
417,12465,20160712,0.024770292
432,10438,20160706,0.002590362
448,13602,20160701,0.07834078
448,10927,20160704,0.46552986
448,10927,20160706,0.47924212
448,10927,20160707,0.44204712
448,10927,20160710,0.32875347
452,6500,20160702,0.051186223
452,3992,20160721,0.039215025
470,9983,20160710,0.0050802752
569,3594,20160716,0.017411467
728,10418,20160714,0.012132993
736,3686,20160713,0.13541673
736,3686,20160724,0.083224066
738,9424,20160708,0.14768119
738,3647,20160716,0.080185376
766,8059,20160705,0.007859004
766,9983,20160706,0.004906572
766,3429,20160717,0.010206896
878,13602,20160727,0.004764197
892,4727,20160703,0.19794834
983,13602,20160706,0.037669018
1035,10418,20160703,0.016969647
1202,6445,20160712,0.061950404
1318,11894,20160720,0.54724014
1318,11894,20160728,0.19127148
1461,13602,20160711,0.0447001
1461,13320,20160731,0.08960861
1596,3429,20160705,0.01892588
1596,9718,20160719,0.07635615
1658,9983,20160711,0.004735018
1658,13602,20160711,0.015752917
1746,10438,20160702,0.0029738094
1756,13320,20160722,0.07497341
1756,13602,20160728,0.02712487
1818,12249,20160718,0.017888036
2026,8200,20160702,0.07376852
2026,1298,20160723,0.072646745
2060,13602,20160714,0.007924795
2060,8059,20160715,0.004591237
2060,3429,20160715,0.023103438
2588,3992,20160711,0.030311972
2880,5702,20160714,0.036441583
3136,12846,20160727,0.03075958
3136,5208,20160727,0.06967235
3143,13602,20160703,0.037890304
3238,4727,20160726,0.14815582
3406,13602,20160726,0.0040774196
3654,7656,20160707,0.020113176
3820,13602,20160722,0.03018087
3845,1505,20160729,0.030358637
4045,13602,20160714,0.0056096986
4045,8059,20160726,0.0051444727
4045,3429,20160726,0.007157233
4609,9983,20160724,0.0029228008
4654,10418,20160701,0.018249506
4654,10438,20160711,0.0049906354
4654,13398,20160716,0.16343349
4654,13602,20160725,0.012695341
4654,2978,20160726,0.19684859
4654,6749,20160727,0.19437432
4709,13602,20160723,0.014434299
4784,13602,20160727,0.029774718
4828,8059,20160701,0.0041458774
4828,3429,20160701,0.008836511
4828,13602,20160727,0.014257144
4888,1540,20160716,0.017492937
4998,3429,20160711,0.008227327
4998,8059,20160711,0.004628446
5125,9983,20160713,0.00289551
5143,8059,20160716,0.0060404637
5175,13602,20160718,0.030196385
5295,13602,20160702,0.19195016
5384,3903,20160722,0.044351816
5478,13602,20160714,0.026318027
5621,3992,20160714,0.030013444
5967,13602,20160726,0.019555492
6102,11195,20160718,0.029517466
6102,1666,20160718,0.031789165
6102,12455,20160723,0.024812706
6102,13602,20160723,0.02712337
6145,9983,20160724,0.0126223285
6149,13602,20160706,0.029774718
6327,1904,20160702,0.18273655
6327,3429,20160722,0.01220047
6327,7490,20160726,0.047951203
6327,7083,20160726,0.102487996
6327,11799,20160726,0.0041989367
6382,13602,20160703,0.015262676
6382,10418,20160711,0.011095858
6382,10438,20160712,0.0027341037
6382,2978,20160712,0.0074208034
6425,2978,20160718,0.019040618
6504,13821,20160726,0.03644749
6532,6653,20160724,0.013545892
6532,9967,20160724,0.0056003407
6642,13602,20160705,0.014287721
6665,13602,20160712,0.03786301
6803,13602,20160728,0.010845333
6810,13602,20160703,0.014026102
6810,10438,20160715,0.002539446
6877,13602,20160724,0.0448751
6877,3992,20160726,0.038896356
6912,10418,20160718,0.016277637
6912,10438,20160719,0.0032048712
6912,13602,20160728,0.0072770733
6931,2978,20160704,0.024710862
7135,13602,20160726,0.03786301
7390,9983,20160711,0.002497797
7786,13602,20160703,0.02985295
7930,13602,20160729,0.011075575
7962,9983,20160728,0.018001394
8125,320,20160708,0.18168476
8125,13602,20160714,0.27186063
8125,9983,20160723,0.08367788
8125,8059,20160724,0.011314896
8251,461,20160712,0.060872115
8510,8059,20160705,0.0072204857
8563,13602,20160705,0.045374967
8563,9983,20160710,0.0022676652
8706,3992,20160710,0.0337499
8791,13602,20160717,0.013779701
8802,4277,20160718,0.026963193
8809,8059,20160704,0.00795695
8833,11472,20160716,0.029982533
8833,8099,20160731,0.015373417
8876,785,20160729,0.1753453
9131,10418,20160711,0.013619343
9131,2978,20160722,0.017680427
9208,6335,20160703,0.13441199
9208,6335,20160716,0.02822331
9210,13602,20160710,0.28669602
9527,11463,20160705,0.012270143
9662,9983,20160703,0.0054992246
9690,5883,20160730,0.0380005
9765,13602,20160712,0.07471901
9803,3806,20160707,0.124221
9803,1904,20160725,0.20800263
9803,11894,20160728,0.11799964
10098,2978,20160703,0.042757098
10098,10438,20160721,0.0035998537
10119,9983,20160712,0.0023171746
10221,1135,20160725,0.033094957
10242,13602,20160724,0.04945467
10286,13602,20160723,0.022929316
10286,8901,20160724,0.05811443
10286,9983,20160725,0.033904795
10404,2601,20160714,0.019490328
10404,3992,20160716,0.03210369
10414,9983,20160706,0.12833613
10426,785,20160725,0.1809076
10572,13602,20160703,0.011121536
10749,9983,20160717,0.0075944434
10829,8912,20160720,0.017561048
10910,13602,20160713,0.029774718
11079,13602,20160711,0.039612934
11170,7851,20160705,0.042355113
11170,11873,20160715,0.39208612
11170,11873,20160717,0.18093501
11170,13602,20160722,0.014473853
11170,11873,20160724,0.13948502
11170,11873,20160730,0.14742805
11237,8059,20160724,0.0024648202
11251,3429,20160704,0.0106790075
11251,8059,20160704,0.0062633133
11255,8059,20160702,0.004450511
11331,9983,20160723,0.0023502493
11452,8059,20160704,0.0046029934
11482,13602,20160715,0.004761936
11604,785,20160726,0.17700374
11860,3221,20160708,0.077459216
11937,6132,20160705,0.15816326
11937,13602,20160721,0.0046608713
11958,13602,20160725,0.030196385
